label,content_segmented,label1
0,尊敬 用户 ， 您好 ！ 活动 期间 订购 DIGIT 元包 DIGITm 全国 流量 加餐 包 客户 获赠 省内 流量 。 当月 生效 仅限 本月 ~ 快来 翼 时代 URL 预订 ! 成功 预定 后 忘记 正午 12 点 整点 开抢 话费 大奖 ！ 期待 参与 支持 ， 祝您 生活 愉快 .,
0,尊敬 会员 ， 您好 ！ 每月 购物 优惠活动 。 商品 供 选择 。 即日起 尾号 DIGIT 门店 消费 时 会员卡 可享 单笔 满 一百 立减 五元 、 累计 满 一千 共 减少 十元 优惠政策 ~ 疑问 更 信息 请 回复 短信 退订 回 T 。 期待 光临 ～,
0,尊敬 联通 用户 ， 很 通知 ： 手机 升级 5G 网络 ！ 持有 支持 5G 网络 智能手机 （ g 手机 ） ， 随时 覆盖范围 内 享受 高速 上网 体验 。 请 ， 套餐 ， 网速 更 快 、 更 流畅 。 NAME 选择 套餐 更 优惠 。 关闭 服务 相关 疑问 ， 只 需 回复 短信 gbg （ GetBacktoGround ） 。 期待 反馈 意见 。,
1,尊敬 用户 ， 您好 ！ 韵 达 快递 客服 。 发现 包裹 运输 过程 中 ， 见 ， QQ 添加 一个 名为 办理 中心 6 账号 核实 。 提供 支付宝 二维码 蚂蚁 客服 中心 聊天 链接 供 。 请 尽快 扫描 下载 上课 宝 A 软件 注册 登录 后 工作人员 解决问题 损失 谢谢 配合 祝您 生活 愉快,冒充客服服务
0,小阿华 摄影 专业 上门 宝宝 照相 、 理发 、 制作 胎毛笔 、 手足 印 、 胎毛 彰 坠,
1,你好 ， 招联 金融 客服 。 贷款 需求 ？ 提供 无 抵押 、 低利率 快速 贷款 服务 。 信用 记录 ， 提供 一个 优惠 方案 ： 只 需 支付 本金 利息 一部分 即可 全额 资金 支持 ！ 感兴趣 请 回复 ， 介绍 详细 操作 流程 发送 一个 链接 下载 官方 APP 后续 操作 指导,贷款、代办信用卡类
0,新年 ， 时尚 好 礼品 - PLACE 百货 股份 全场 珠宝 名表 化妆品 倍 积分 免费 以旧换新 钻石 满 DIGIT 减 DIGIT 冬靴 低 至上 折 ！ 元月 日百 精品 值得 一逛 。,
1,你好 ， 招商 金服 工作人员 。 情况 评为 VIP 客户 ， 享受 无 抵押 贷款 服务 。 提供 低利率 、 快速 放款 服务 体验 。 资金 需求 疑问请 随时 客服 人员 协助 申请 流程 解答 疑惑,贷款、代办信用卡类
0,鑫 达 美容 养生 会 ， 温馨 提示 : 喜迎 三八 活动 : 充值 ， 返利 ， 充 xxxx 元反 xxxx 元,
0,云购 全球 ， 关注 微信 公众 号 云购 全球 ， 十元 抢豪车 ！ 注册 送 DIGIT 红包 一个 。 梦想 购物 平台 ， 回复 TD 退订 网址 ： XXX .,
0,精彩 活动 。 来访 登记 电开 邀请 ， 购房 享受 额外 九九 折 优惠 。 致电 咨询,
1,尊敬 客户 ， 您好 ！ 支付宝 客服 中心 。 反馈 信息 显示 ： 快手 购买 化妆品 质量 损失 。 核实 后 提供 三倍 赔偿金 补偿 方案 视频 通话 方式 详细 介绍 操作 申请 流程 后续 相关 事宜 请 务必 下载 APP 提示 注册 绑定 步骤 即可 相关 手续 办理 竭诚 为您服务 妥善解决 为止 疑问 进一步 请 随时 感谢您 配合 支持 祝您 生活 愉快,冒充客服服务
0,你好 ， 手中 几个 购房 优惠 名额 ， 名额 优惠 x 万元 ， 身边 朋友 亲人 买 九 巨龙 济宁 城区 房子 ， 优惠 名额 ， 谢谢 帮忙,
0,迎 元宵 ， 庆 双节 ， 中联 君悦 祝 港城 人民 元宵 快乐 ， 天下 女人 健康 美丽 ！ 双节 购房 钜 惠 全城 ， 更 浪漫 好礼 相送 ！ 市中心 高品质 现房,
0,尊敬 客户 ， 账户 2035 年 1 月 8 日 到期 。 请 更新 资料 确保 顺畅 。 [ 邮政储蓄 银行 ],
1,你好 ， XX ， 国外 国内 软件 购买 回国 机票 ， 帮 购买 机票 ， 这是 航空公司 经理 邮箱 xxxx ， 。,冒充领导、熟人类
0,森爱过 才 酒 浓重 DIGIT 集团 大牌 团 时光 虽逝 却 未曾 想过 惊喜 满赠 优惠 详情 可循 URLaeh 。,
0,亲爱 [ 名字 ] ， 节日愉快 ！ 即日起 DIGIT 日 ， 尊享 购物 积分 双倍 上限 DIGIT 分 。 记得 回柜 ~ 祝您 一切顺利 !,
0,孝感 亨青 皮革 PLACE 三楼 即将 大型 特卖会 ， 前来 选购 水貂 、 男女 皮衣 羊毛 大衣 。 全场 一折 工厂 价 直销 ！ 疑问请 咨询 电话号码 ~,
0,新老 顾客 呦 仅 xx 套 价值 xxxx 元 盆腔 艾灸 调理 限量版 养生 套 呦 ， 享受 xx 次 养生 调理 名额有限,
1,您好 ， 民生 易贷 客服 。 平台 上 提交 贷款 申请 ， 原因 账户 冻结 。 发现 输入 卡 账号 时 错误 导致 。 解决 麻烦 办理 贷款 业务 ， 解冻 资金 恢复 帐户 功能 运作 。 ， 网上 转账 方式 两次 操作 这一 过程 . 请 指示 步骤 后 顺利 需 款项 ！ 疑问请 随时,贷款、代办信用卡类
0,尊敬 客户 ， 京东 快递 已 到达 [ 具体地址 ] ， 请 尽快 取件 。 如需 疑问 ， 请 致电 123 - 4567890 . 期待 光临 ！,
0,. x 万平方米 超 顶级 白金 六星会 ， 千人宴 s 会厅 ， 室内 恒温 泳池 ， 健身房 ， 钢琴 房等 ， 升值 空间 ： xxx / xxx 平方米 都,
0,尊敬 用户 ， 您好 ！ 爱 生活 翼 支付 PLACE 影院 联合推出 翼 支付 DIGIT 元购 电影 大片 活动 。 仅 需 10 月 DIGIT 日到 沃尔码 三楼 PLACE 影城 金杯 井研 马边 PLACE 连锁 影城 指定 柜台 办理手续 即可 参与 本次 优惠 购买 观 影票 活动 ~ 快 抢先 体验 ！,
0,您好 ， 武汉 三忠 房地产 公司 ， 公司 主营 一二 手 联动 ， 广阔 发展 平台 ， 期待 ， 公司地址 ： 武汉经济技术开发区 阳光 丽景 x 栋,
1,你好 ， XX 。 美国 回国 ， 帮忙 代付 东方航空 机票 款项 ， 一个 航空公司 客服 邮箱地址 XXXX 。 中国银行 转账 。 帮 我付 机票 ， 国内 转账 2 小时 才 会 账 ， 先 帮 付款 。,冒充领导、熟人类
0,参加 PLACE 超级 年货 节 活动 ！ 易购 帮 礼物 送到 家 。 千万 件 商品 打折 起买 二付 还 再 优惠券 ~ 先 领取 URLrzfgcm 中 劵 再 购物 更 划算 ! 领卷 猛 戳 ！,
1,XX ， 漫游 功能 关闭 登录 微信 。 只能 借用 别人 手机 打电话 。 购买 一张 机票 ， 确认 信息 。 购票 成功 麻烦 帮 买 好 ？ 客服 微 信号 XXXXXXX ， 沟通 相关 事宜 。,冒充领导、熟人类
1,您好 ， 招商银行 贷款 专员 。 资金周转 ？ 提供 低利率 贷款 服务 。 操作 审批 流程 ， 建议您 添加 企业 微信 下载 招联 金融 APP 申请 借款 提现 步骤 。 过程 中若 疑问请 沟通 解决 即可 审核 过程 最终 放款 账 。,贷款、代办信用卡类
0,亲爱 NAME ， 有机 达 人 蔓菁 达 情人节 大促 提前 ！ 参加 胶原蛋白 恬静 活力 片 活动 。 年前 囤 详情 戳 [ URLaex ] ( 链接 ) ， 期待 参与 ~,
1,昨晚 酒吧 喝多 点 酒 ， 别人 发生 冲突 。 赔钱 才能 回家 ？ 真的 很 后悔 很 害怕 ！ 帮帮我 爷爷 / 奶奶,冒充领导、熟人类
0,十月 PLACEPLACE 日 千种 商品 三十倍 积分 ， 一百个 积分 抵 一元 ！ 全场 通用 详询 CELLPHONE 。,
1,你好 ， 卫生署 工作人员 。 发现 一个 包裹 被查获 ， 含有 违禁 药品 。 尽快 报案 提供 证明文件 看 。 护照 会 污点 记录 ！ 很 紧急 ！ 不到 嘉定 公安局 ？ 转接 一个 内部 系统 电话号码 ～,冒充公检法及政府机关类
0,亲爱 ， 想 。 想 走过 一个 时刻 ！,
0,尊敬 用户 ， 感谢您 联通 支持 信任 。 很 通知 一份 专享 优惠券 等待 领取 ！ 只 需 专属 优惠 码 DIGIT PLACE 联通 营业厅 办理 续约 手续 （ 包括 iPhone 在内 指定 终端 存费 送机 合约 ） ， 即可 享受 直降 DIGIT 元 优惠政策 。 优惠 仅限 手机 转发 无效 活动 详情请 见 URL 关注 PLACE 官方 微信 获取 更 抢先 知晓 优惠 信息 祝您 生活 愉快 谢谢您 支持 疑问 随时 期待 光临 ！,
0,关注 聚美 优品 PLACEDIGIT 大促 活动 免费 领取 海外 爆款 食品 化妆品 微博 。 猛 戳 URL 回 退订 。,
0,尊敬 客户 ， 您好 ！ 感谢您 对咪咕 音乐 关注 支持 。 很 推出 一项 全新 活动 — — 分享 任意 歌曲 机会 红包 奖励 ！ 移动用户 平台 音乐 爱好者 ， 下载安装 客户端 点击 URL 链接 参与 即可 享受 这一 福利 。 还 提供 演唱会 门票 电子 券 丰厚 奖品 ！ 快 参加 ， 话费 不再 浪费 无用 地方 上 ~,
0,全国 欢庆 ， 喜迎 妇女节 x . x 节 活动 ， x . x 日前 凡是 女士 店 办卡 ， 均 享受 节庆 优惠 ～ 女士,
0,尊敬 客户 ， NAME 公司 国庆 期间 推出 一项 特别 活动 。 预存 DIGIT 元 流量 费 ， 即刻 一部 价值 DIGIT 元 g 手机 赠送 一张 价值 DIGIT 元 购机 券 ！ 需求 选择 任意 机型 预约 办理 。 想 更 详情 信息 咨询 当地 营业厅 具体情况 疑问 地方 请 客户经理 。 祝您 好运 期待 参与 支持 ！ 谢谢您 信任 支持 ！,
0,德轮 爱丁堡 打造 定远 高端 住 区 ！ xx 米 间距 确保 生活 私密性,
0,PLACE 皮草 春城 晚报 联合 举办 PLACE 市 报刊 指定 高档 水貂 皮衣 全场 折 正品 保障 电话 XXX - XXXX 退订 请 回复 T,
1,您好 ， 快递 公司 客服 。 发现 网上 购买 商品 送货 过程 中 。 订单 理赔 。 请 先 添加 QQ号 00085 ， 会 指导 赔偿 事宜 流程 步骤 。,冒充客服服务
1,XXX ， 美国 紧急情况 。 援助 ！ 美国 微 信号 XXXX ， 请 尽快 加 详细 困境,冒充领导、熟人类
1,您好 ， 花 客服 。 发现 学生 身份 错误 服务 ， 提供 信息 修正 更新 。 确认 本人 操作 ， 下载 一个 云 视讯 软件 指定 会议 号 通话 ？ 确保 个人信息 无误 后 。 乐播 投屏 一款 工具 ， 更改 后 会 钱款 返还 账户 中 。 同意 请 卡 几个 指定 账号 转 账 。,冒充客服服务
1,尊敬 客户 ， 您好 ！ 中通 快递 客服 。 很 遗憾 通知 ， 包裹 配送 员 检测 出新 冠 肺炎 呈 阳性 ， 确保 客户 健康 ， 暂时 快件 送达 。 对此 启动 理赔 程序 赔偿 建议您 尽快 资金 转移 名下 账户 不必要 损失 。 正 ， 验证码 才能 转账 操作 请 发送 短信 获取 验证码 钱款 转至 名下 账号 内以 确保 财产 谢谢 配合 深表歉意,冒充客服服务
0,尊敬 用户 ， 您好 ！ 感谢您 支持 信任 。 拨打 DIGIT 再 NAME 交 话费 可享 DGIGT 折 最低 金额 充 DIGIT 元 无需 开通 网银 工行 建行 农 招行 邮储 银行 信用卡 借记卡 均 还 可用 帮 亲朋好友 交 话费 感谢您 参与 祝您 生活 愉快,
0,特大 喜讯 ！ 迎接 x . x 妇女节 ， 尚善 理疗 养生 馆 特别 推出 送 活动 ！ ！ ！ 店 ， 即可 价值 xxx xxxx 元 不 现金 劵,
0,尊敬 客户 ， 顺丰 快递 已 到达 站点 。 请 尽快 取件 ！ 疑问 回复 短信 ： XXXXXXX （ 负责人 ） 。 感谢您 支持 配合,
1,您好 ！ 北京市 疾控中心 。 隔离 健康 码会 变红 情况 。 询问 家庭成员 相关 情况 一同 观察 。 请 12 点半前 提供 一份 证明 去过 地方 资料 核实 具体情况 解除 相关 措施 。 更 详细 确认 状况 ， ， 会 共享 屏幕 更好 沟通交流 。 ， 。 请 放心 理解 工作 流程 需求 ， 尽快 提供 支持 解决 。,冒充公检法及政府机关类
0,亲爱 乐友 NAME ， 提示 账户 DIGIT 元 服装 惊喜 券未 ！ 月 DIGIT 日 到期 。 店 购买 新品 秋冬 服饰 满 DIGIT 抵用 ~ 退订 需求 请 回复 DING 即可 操作 ～,
0,亲爱 主人 ， 猫咪 刚刚 花园里 捉到 一只 蝴蝶 。 快来 陪 玩耍 ！,
0,账户 上 唯品 会免 邮 周末 豪华 券 已 上线 ， 天 收藏 美货 再 省 一笔 。 请 点击 链接 领取 DIGIT 元 优惠卷 ： 回 td 退订,
0,群 义堂 养生 私房 菜 欢迎您 . 专业 提供 : 养生 菜式,
0,Place 泉舜 置业 中心 首发 精装 现房 全 DIGIT 平 全 PLACE 最 成熟 综合体 泉舜 。 选择 毛坯 时代 终结 装修 烦恼 ！ 发给 PHONE . 期待 回复 ~,
1,您好 ， 招商银行 贷款 专员 。 请问 资金 需求 ？ 提供 快速 、 便捷 贷款 服务 。 申请 审批 过程 ， 先 提交 个人信息 核实 扫码 系统 后续 操作步骤 即可 放款 指定 银行卡 上 好,贷款、代办信用卡类
0,快讯 : 最新 火爆 模式 < 全民 战争 > 强势 入驻 广西 ， 单位 拓客 ， 跨界 营销 拓客 ， 定点 拓客 ， 老客 带新客 还 送 ( 行货 ) 苹果 六 手机 ， 做 精准 拓 A 客 xxx - xxx 人 ， 连环 拓客 ， 锁客 垄断 全城 ， 拥有 < 全民 战争 模式 > 做 王 ， 从此 不 缺客 ， 美容院 小店 变大店 ， 大店 变 连锁店,
0,亲爱 联通 玩家 ， 您好 ！ 非常高兴 推荐 一款 传奇 类手游 — — 《 刃 。 款 游戏 拥有 万人 攻城 畅爽 体验 即时 PK 玩法 。 合作伙伴 DIGITyou 提供 神装 豪华 大礼包 免费 领取 服务 。 《 刃 还 支持 下载 免 流量 功能 ， 节省 手机号 即可 游戏 中 快速 登录 享受 更 特权 。 快 点击 下方 链接 冒险 之旅 ： [ URL ] 玩游戏 更 省心 、 更 保障 全新 体验 探索 !,
0,明华 美容 养生 会 回馈 新老 顾客,
0,货已 收 ， 非常感谢 ！ 期待 下次 合作 。,
0,尊敬 中国银行 客户 ， 感谢您 选择 中国银行 信用卡 服务 。 竭诚 为您服务 ！ 请 妥善 保管 好 密码 个人信息 保留 财务 核对 查询 义务 机会 每月 验证码 逾期 马上 帮 搞定 申请 销毁 涉嫌 盗刷 本人 金融机构 告知 渠道 并非 胡说八道 掉 链接 提出 需求 没 办法 谈世通 珠海 哈有 有人 放 好 东西 爱到 单 0 具备 疼有 五天 后果 应 极力推荐 不负责任 需求 随时 祝您 生活 愉快,
1,"您好 ， 支付宝 客服 。 发现 一笔 交易 异常 ， 核实 信息 退款 。 "" "" "" "" 抱歉 带来 困扰 "" "" ， 正确 操作 解决 ： "" "" 尝试 备用金 提现 解决问题 "" "" 。 相关 流程 遇到困难 时 专业 团队 求助 。",冒充客服服务
1,您好 ， 来自 抖音 客服 代表 。 卡 信息 误用 代理商 身份 上 。 解决 保护 权益 ， 确认 细节 操作 。 查看 用于 转账 银行卡 号 取消 代理 身份验证 过程 顺利完成 。 请 提供 尾号 9210 张卡 详细信息 余额 截图 以供 核实 ； 会 试验性 一笔 小额 转款 确保 一切正常 工作 流程 顺利进行 确保 账户 无误 恢复原状 ！,冒充客服服务
0,美丽 三月 天 ， 幸福 女人 节 。 辛苦 一年 女 ， 一个 好好 犒劳 机会 ， 感谢 一路 同行 ， 瑞倪 维儿 美颜 养生 馆 ， 特 优惠酬宾 活动 ， 仅 需 xxx 元 便 服务 ， 面部 排毒 养颜 ， 价值 xx 元 ， 面部 拨筋 两次 价值 xxx 元 ， 眼部 提升 紧致 两次 ， 价值 xx 元 ， 面部 深层 水疗 两次 ， 价值 xx 元 ， 春季 养肝 刮痧 理疗 ， 价值 xx 元 ， 再 送 价值 xxx 元 零 ℃ BB 霜 一瓶 ， 防晒 、 隔离 、 粉底 一步到位 ， 心动 ！ 瑞倪 维儿 美颜 养生 馆 再接再厉 送 去 专业 、 贴心 服务 。 女人 美丽 ， 男人 惊喜 ， 迎春 三月,
1,尊敬 用户 ， 您好 ！ 快 手电 商 啄木鸟 客服 。 发现 购买 产品 其设 代理 。 确认 取消 设置 。 希望 享受 服务 未来 扣费 ， 请 尽快 回复 。 不得不 账户 中 扣除 每月 费用 该项 设置 自动 支付 状态 未来 类似 。 ， 一个 电话号码 拨打 电话 声称 验证 信息 才能 关闭 代收费 业务 不 正确 操作 流程 请 此类 更 转账 提供 个人信息 遭受 损失 欺诈 发生 感谢您 配合 理解 祝您 生活 愉快 工作 顺利,冒充客服服务
1,您好 ， 贷款 公司 客服 。 请问 贷款 需求 ？ 提供 更 详细 服务 支持 。 公司 提供 多种不同 贷款 方案 利率 选择 供 参考 申请表 资料 填写 完毕 后 请 经理 获取 更 尽快 请求 进一步 操作 相关 流程 随时 取得联系 竭诚 为您服务,贷款、代办信用卡类
0,您好 ， 新 链家 鹭岛 国际 专属 顾问 佘建红 竭诚 为您服务 ， 房子 近期 出售 来电,
1,你好 ， 事主 ？ 公安局 警察 。 收到 洗钱 举报 信息 ， 配合 调查 来自 证 清白 。 偏僻 地方 接受 远程 询问 指导 操作 链接 提交 相关 信息 证明 无辜 。 请 电话 里教 做 ！,冒充公检法及政府机关类
0,您好 ！ 诚挚 邀请 来到 美丽 长沙 。 期待 相聚 ， 共度 美好时光 。 [ XXXXX ],
0,亲爱 NAME （ 名字 ） ， 今天下午 商场 日时 对面 底商 疯狂 抢购 三 小时 后 抽 大奖 砸 金蛋 金条 真棒 ！ 记得 带上 烟 灶 去 体验 创维 容声 净水 设备 。 别忘了 名牌 热水器 ！ （ 地址 ）,
1,您好 ， 贷款 公司 工作人员 。 听说 资金周转 ？ 公司 提供 快速 、 便捷 在线 借贷 服务 。 信用 记录 收入 稳定 即可 申请 产品 ！ 操作 审批 流程 ， 建议您 下载 注册 官方 APP 借款 相关 事宜 操作 ～ 疑问 困难 随时 解决 ~,贷款、代办信用卡类
1,小李 ， 找 两个 领导 办点 事 ， 领导 没收 红包 ， 帮 ， 先 银行 转账 。,冒充领导、熟人类
1,您好 ， 防疫 中心 ， 快递 包裹 已 感染 新冠 ， 销毁 。 请 添加 微信 防疫 登记 ， 指示 操作 。 谢谢您 配合 。 ， 请 添加 微 信号 ， 防疫 登记 。 ， 请 点击 微信 发给您 链接 ， 它会 指引 包裹 。 请 APP 内 输入您 手机号码 ， 会 发送 一个 验证码 。 收到 验证码 后 ， 请 立刻 APP 内 输入 ， 下 一步 操作 。 请 ， 验证码 用来 保护 账户 ， 请 告诉 任何人 。 验证码 输入 ， 后续 流程 。 谢谢您 配合 ， 会 尽快 包裹 ， 确保您 健康 。 疑问 ， 请 随时 。,冒充公检法及政府机关类
0,尊敬 用户 ， DIGIT 月 日 DIGIT 月光 消费 元 余额 。 截止 DIGIT 日点 ， 本月 免费 项目 情况 ： 国内 数据 流量 享受 MB 已用 MB 剩余 可用 MB ； 结转 享用 MB 已用 MB 剩余 可用 MB . 清爽 夏日 送 关注 中国移动 官方 微信 发送 大转盘 NAMEp9g 助 任性 一夏 ！,
0,去年 今日 ， 相约 天虹 商场 周年 庆 狂欢 购物 。 百货 、 超市 电器 满额 赠卡 活动 中 ！ 海量 爆品 限时 秒杀 ~ 此次 邀请 疑问 退订 服务 请 回复 T 即可 退出 本次 活动 宣传 打扰 抱歉 ～,
0,忙 ？ 绿萝路 纤纤 伊人 减肥 养生 中心 小 秦 ， 三八妇女节 优 恵 活动 ， 三八 期间 本店 产品 x 、 x 折 ， 三八 当天 本店 消费 顾客,
0,尊敬 会员 ： 您好 ！ 本月 日 全场 商品 买 两件 即可 享 第三件 五折 优惠 ， 购买 四件 一件 超值 特惠 。 如需 更 底价 好货 请 选购 十多次 ~ 疑问 退订 国大 药房 服务 短信 感谢您 支持 !,
0,尊敬 用户 ， 关注 烟台 ！ 提供 在线 实时 收听广播 节目 、 笑话 更 爱 欢乐 。 只 需 微信 搜索 烟台 点击 关注 即可 查阅 往期 消息 历史记录 。 期待 ~,
0,平洋 、 中华 联合 绍兴 x 家 保险公司 可供 选择 ， xS 店 续保 ， 即可 享受 电话 车险 最低 价格,
0,朵 妍 美容 养生 会馆 相约 三八 女人 节 ， 节日 做主 ， 只 需 xxx 享受 xx 项目 ， xx 次 面部 深层 补水 护理 ， x 次 眼部 拨 经术,
1,你好 ， 广东省公安厅 警员 。 怀疑 涉及 洗钱 案 北京 通州 招商 办理 卡 去 洗钱 。 北京 通州 公安局 报案 配合 调查 。 会 帮 转接 电话 警察 案件 。 这是 一个 国家 二级 保密 案件 告诉 任何人 这件 事 信息 澄清 说 去 做 帮 事情 都 好 明白 ？ 我要 提醒 下载 一个 名为 ： 防护 软件 挂断 电话 北京 警方 明白,冒充公检法及政府机关类
1,您好 ， 南京市 公安局 警务 工作人员 。 打电话 想 通知 扫 门铃 码 事情 。 想 确认 个人信息 泄漏 ？ 发现 不法分子 利用 身份 信息 不 合法 活动 情况 发生 。 更 情况 展开 调查 保护 公民 利益 不 受 侵犯 。 疑问 请 电话号码 XXX - XXXXXX 。 感谢您 配合 ！,冒充公检法及政府机关类
0,新世界 百货 崇文 店 PLACE 装满 冬装 清折 封顶 ！ 百度 钱包 支付 DIGIT 减 DIGIT 元 开门 送 NAME 黄金 克减 DIGIT 对戒 买 一赠 化妆品 倍 积分 。 苹果 PLACES 特卖 ， 糖果 风 模特 秀 甜蜜 一吻 定情 ! 起价 打折 糖果 购买 ~ 快 享受 购物 乐趣 ! 。,
0,尊敬 会员 ， 您好 ！ 商品 满百 减 DIGIT DIGIT 活动 期间 。 当天 购物满 一百 赠 礼品 一份 （ 送 完 为止 ） ， 参与 集星 活动 顾客 还 额外 优惠 ~ 疑问 退订 服务 请 回复 TD 。 期待 光临 ！,
1,孙智海 表哥 ， 人 XX 市 。 手机 坏 刚换 号码 ， 存 ！ ， 有空 ？ 微信 聊 … …,冒充领导、熟人类
0,尊敬 用户 ， 感谢您 DIGIT 品牌 关注 支持 。 很 五一 促销 活动 ！ 订购 快乐 流量 包 折扣 套餐 即可 享受 优惠 福利 ： 1 . 语音 不 限量 ； 2 . 还 送 宽带 服务 （ 限新 用户 ） ； 3 . 选择 特定 G 套餐 额外 话费 、 积分 更 惊喜 礼品 ！ （ 详情请 咨询 客服 ） 特别 推荐 ： 购买 价值 50 元 流量 套餐 返现 48 元 现金 红包 赠送 双倍 免费 通话 时长 数据 用量 翻倍 超值 好礼 ； （ 数量 有限 先到 先得 ~ ） 抢购 ！ 疑问 随时 ： （ 电话号码 ） （ 时间 / 截止 日期 ） 。 祝您 购物 愉快 ！,
0,六一 儿童节 即将 到来之际 ， 预约 参观 天下 阔景 奢宅 。 先到 享受 感恩 回馈 大礼 ！ 席位 有限 ! 快来 约惠 ！,
1,你好 ， 武汉市 江汉区 公安局 警官 。 打电话 想 通知 发现 名下 一张 涉嫌犯罪 银行卡 ， 涉及 金额 高 达 几百万 。 调查 这笔 钱 合法性 ， 添加 微信 发送 文件 核实 身份 情况 。 请 配合 工作 提供 信息 尽快 查清 此事 。 谢谢合作 ！,冒充公检法及政府机关类
0,靓丽 女人 节 ， ‘ 三八 ’ 送 好 礼 : 尊敬 客户 ， 祖儿 美容院 xx 送 好 礼 ！ 凡 促销 期间 ， 老客 会员 身份 享受 全场 x . x 折 优惠,
0,尊敬 联通 用户 ， 您好 ！ 感谢您 一路 相伴 。 本月 特别 一场 专享 尊贵 回馈 活动 。 参与 抽奖 机会 赢取 一台 iPadmini 、 多份 话费 奖励 更 惊喜 好礼 。 本月 免费 抽 次数 至少 有次 ~ 快 试试 手气 ！ 点击 链接 即可 参加 ： [ URL ],
0,1 . * * 省钱 神器 * * 中国移动 亲情 网大 优惠 ， 每月 最低 仅 需 XX 元 ！ 还 享受 DIGIT 分钟 电话 煲 。 自动 计算 节省 话费 ， 机会 怎能 错过 ？ 点击 URL ！ 常 亲友 都 ~ 每人 均享 特惠 待遇 ！ 再 犹豫 ， 赶快 ！ 【 中国移动 】,
0,您好 ！ 春季 车辆 养护 活动 即将 。 免费 办理 会员 现场 免检 爱车 至店 即可 领取 精美 礼品 一份 前雨 刮片 ~ 疑问 退订 请 回复 t .,
0,尊敬 用户 ， 您好 ！ 感谢您 中国移动 支持 信任 。 特别 推出 一项 优惠活动 — — 月 欢乐 购 手机 大转盘 抽奖 。 即日起 本月 日 期间 关注 PLACE DIGIT 官方 微信 登记 号码 后 点击 我要 优惠 即可 参与 该项 专区 抽奖 活动 中奖率 100% 中奖 后 再 提示 PLACE 中国移动 掌上 服务厅 客户端 首页 广告 拒绝 特效 兑奖 台 领取 奖品 （ 一部 手机 、 万元 话费 ） 快 下载 URLapp0 客户端 关注 PLACE 中国 动微 信畅 玩吧 摇一摇 还 赚取 更 话费 赢取 更 豪礼 办 业务 还 送 流量 喔 祝您 生活 愉快 ！,
0,尊敬 联通 用户 ， 很 介绍 一项 特权 服务 ！ PLACE NAME ， 随时 享受 免 流量 下载 升级 快速 体验 。 速度 堪比 WiFi ， 告别 等待时间 烦恼 。 首次 朋友 还 送 DIGITm 官方 下载 地址 URL ， 操作 更 快 、 更 省心 更 。 快 试试 ！,
0,亲爱 ， 月 上 千首 铃音任 挑选 ！ 想要 温情 告白 、 节日 NAME 整 蛊 搞怪 个性化 订制 ？ 回复 任意 关键词 即可 免费 制作 。 快 享受 无限量 铃声 大放送 ~,
0,农业银行 温馨 提示 ： 账户 本月 收入 已达 XX 元 ， 详情请 查询 账单 。,
1,尊敬 用户 ， 您好 ！ 淘宝 客服 。 发现 购买 商品 运输 中 ， 补偿 损失 不便 处 ， 理赔 。 商家 购买 记录 显示 买 理赔 险 保障 之内 赔偿 金额 。 支付宝 此次 交易 平台 相关 事宜 请 放心 会 尽快 办理 确保 权益 不 受损害 会 过程 保密 泄露 个人信息 请 配合 工作 添加 QQ号 获取 进一步 方式 谢谢您 支持 祝您 生活 愉快,冒充客服服务
0,请问 高速 服务区 营业 区域 私人 买断 做 百间 车流 生意 ？ 小时 收 钱 数字 显示 月租 上限 苹果 收到 上千 租金 。 HOTLINE 号码 ？ （ 请 回复 告知 相关 信息 ）,
0,膏霜 ， 精油 、 药油 、 掌灸 、 泥灸 ？ ， 生意 难 做 ！ 灸 骨王 ， 突破 传统 养生 ， 功能性 治疗 痛症,
1,xx 。 手机 网络 ， 连接 互联网 聊天 软件 通信 支付 费用 包括 购买 机票 事务 付款 操作 。 急需 回国 购票 付费 手续 帮 先 垫付 ？ 回到 国内 偿还 信任 非常感激 电子邮件 我会 非常感谢,冒充领导、熟人类
1,您好 ， 贷款 公司 代表 。 请问 申请 贷款 ？ 提供 快速 、 便捷 网上 贷款 服务 。 资金 需求 疑问 ， 请 随时 下载 京东 金融 APP 操作 即可 借款 还款 业务 功能 ！,贷款、代办信用卡类
0,尊敬 客户 ， 您好 ！ 感谢您 中国移动通信 服务 。 确保您 通话 信息 畅通无阻 ， 特别 推出 沟通 双保险 计划 。 计划 特色 功能 包括 来电 提醒 、 漏接电话 提示 发送 kttxzs DIGIT 确认 短信 送达 状态 保障 措施 。 贴心 服务 关怀 享受 便捷 通讯 安心 无忧 。 疑问 进一步 详情请 回复 消息 客服 人员 （ 10086 ） 。 祝您 元月 愉快 ！,
0,乐蜂网 亲们 晚上 好 ！ 跨年 大促 满 DIGIT 减 DIGITNAME 面膜 组合 只 需 $ URLrztqjc 。 如需 退订 请 回复 TD 回 td 即可 ~ 祝您 购物 愉快 !,
0,美丽 女人 ， 幸福 人生 ！ 三月 宠爱 月 三八 女人 节之时 ， 盛唐 养生 会 惊喜 ， 凡 新 顾客 进店 xxx 元均 享受 xxxx 元 幸福 调理 大礼包 … … 保证 亲们 服务质量 ， xx 位 顾客 ！ 名额有限,
